TITLE,TAG
"Covid cases rising again in Europe: WHOCOPENHAGEN: The number of new coronavirus cases has risen in Europe after six weeks of decline, the World Health Organisation said on Thursday.""Last week, new cases of Covid-19 in Europe rose nine percent to just above one million. This brought a promising six-week decline in new cases to an end, with more than half of our region seeing increasing numbers of new infections,"" WHO Europe’s regional director Hans Kluge told a news conference.""We are seeing a resurgence in central and Eastern...",World
Meghan says Buckingham Palace ‘perpetuating falsehoods’,World
EU can’t defend Europe alone: Nato,World
Iran hails European decision not to criticise it at IAEA,World
Pope says he will visit Iraq as ‘pilgrim of peace’,World
Greece assesses damage from quake,World
71kg of waste found in Indian cow’s stomach,World
US Congress on alert,World
Nine Turkish soldiers killed,World
Swedish town,World
UK police,World
Anti-coup protesters return to the streets across Myanmar,World
Algeria welcomes France’s admission it killed independence figure,World
Australian teen dies after box jellyfish sting,World
Amnesty denounces ‘enforced disappearance’ of Egyptian family,World
NZ arrests two over mosque attacks anniversary threat,World
UK’s Prince Philip has ‘successful’ heart procedure,World
Turkish court refuses to add US report to Khashoggi trial,World
"Refugees trickle across Indian border from Myanmar turmoil: ‘Repression must stop in Myanmar’United Nations: The UN special envoy on Myanmar on Friday demanded an end to the military’s ""repression"" of protesters, imploring the Security Council to act on the ""desperate pleas"" from the country.""Your unity is needed more than ever on Myanmar,"" special envoy Christine Schraner Burgener told a session on the crisis. ""The repression must stop."" She said that she is receiving some 2,000 messages a day from Myanmar urging international action.""The hope they have placed in the United Nations...",World
Meghan Markle says ‘liberating’ to speak out in Oprah interview,World
Traces of life Scientists look beyond solar system,World
Pope urges end to violence on historic Iraq trip,World
TV director charged with rape in German #MeToo scandal,World
Eritrean troops killed hundreds in Ethiopia massacre: HRW,World
64 Mexican politicians killed,World
Iran Guards foil plane hijacking,World
"Chinese cyber-espionage unit on US hacking spreeSAN FRANCISCO: At least 30,000 US organisations including local governments have been hacked in recent days by an ""unusually aggressive"" Chinese cyber-espionage campaign, according to a computer security specialist.The campaign has exploited recently discovered flaws in Microsoft Exchange software, stealing email and infecting computer servers with tools that let attackers take control remotely, Brian Krebs said in a post at his cyber security news website.""This is an active threat,"" White...",World
Gaza girl dons 3D-printed mask to heal burnt face,World
Scores of Myanmar citizens waiting to enter India,World
Turkey’s mly heads join naval drills off Aegean,World
"US poet says followed by guard, called ‘suspicious’",World
Lebanon’s caretaker PM pleads for a new government,World
Fighting in Yemen’s Marib kills 90,World
Pentagon weighs keeping on National Guard at US Capitol,World
Hundreds protest royal defamation laws in Thailand,World
Indian farmers block highway outside Delhi to mark 100th day of protest,World
"UK royals to praise health workers before Meghan, Harry",World
Tunisians demand release of jailed activist,World
France extends weekend lockdown,World
Six killed in Ukrainian bus crash,World
Strikes on Syria refineries kill four,World
Angela Merkel’s party slumps on Covid woes as German polls loom: Global players brainstorm to boost vaccine outputGENEVA: Global players are gathering online from Monday to brainstorm ways to rapidly boost vaccine production and fight a still-virulent coronavirus that has hobbled the world for 14 months.Giving impetus to the meeting is a warning from the Geneva-based World Health Organisation that the pandemic will not end unless poor countries can keep up with accelerating mass vaccination campaigns in rich nations.Meeting online on Monday and Tuesday will be partners of the Covax vaccine distribution...,World
Royal row reaches a head as Harry and Meghan speak to Oprah,World
Swiss voters back ‘burqa ban’,World
Blast kills three Gaza fishermen,World
Siberia river,World
Greece tremors,World
Chinese FM,World
Electric cars,World
Huthi drones,World
Rouhani urges Europe to avoid ‘threats or pressure’,World
Space-starved Singapore builds floating solar farms,World
UK calls on Iran to release dual national,World
Iran dailies hail Pope-Sistani meet as chance for peace,World
Myanmar protesters rally,World
China exports spike to ‘highest’,World
Pope celebrates largest mass of historic Iraq trip,World
Schoolboy among five dead in Senegal unrest,World
"British royal family hit by Meghan, Harry bombshellsLONDON: Prince Harry and his wife Meghan’s explosive tell-all interview with Oprah Winfrey went much further than expected and will be hugely damaging to the royal family, British media said on Monday.The Duke and Duchess of Sussex, as they are formally known, delivered ""enough bombshells to sink a flotilla"", reported The Daily Telegraph, as the dust settled on the broadcast on Sunday night. ""And possibly, some might fear, do similar damage to the British monarchy,"" it added.""Whatever the...",World
Meghan and Harry: from fairytale wedding to LA lifestyle,World
"Interview sparks shock, anger and memes on Twitter",World
Paris hospitals face virus emergencies,World
Three protesters killed as Defiant Myanmar workers go on strike,World
Turkish parliament to probe violence against women,World
MacKenzie marries Seattle teacher,World
Digital trace of Syrian war,World
Biden salutes Pope’s visit to Iraq,World
Floyd’s uncle wants justice,World
"S Korea, US agree on troop deal",World
Ship runs aground off Mauritius,World
"China launches virus passportBEIJING: China has launched a health certificate programme for domestic travellers, leading the world in plans for so-called virus passports.The digital certificate, which shows a user’s vaccination status and virus test results, is available for Chinese citizens via a programme on Chinese social media platform WeChat that was launched on Monday.The certificate is being rolled out ""to help promote world economic recovery and facilitate cross-border travel,"" a foreign ministry spokesman said....",World
"Queen vows to address Harry, Meghan racism claims",World
UK inks deal with Nigeria,World
Brazil judge clears Lula,World
14 migrants die off Tunisia,World
UAE to host N-crisis drill,World
French daily,World
French N-tests infected Polynesian population,World
America halts drone strikes,World
N Korean in Malaysia loses appeal against US extradition,World
‘Shoot me’: Myanmar nun pleads with junta forces,World
Biden names women generals to lead military commands,World
‘Transformative’ Covid rescue plan on verge of passing US Congress,World
Belarus expels Polish diplomat over ‘cursed soldiers’ event,World
President of Honduras helped smuggle tons of cocaine into US,World
"India announces talks with Biden, Australia, Japan",World
England’s ‘Nightingale’ field hospitals to close,World
Greek hitman fails to block prison transfer with hunger strike,World
No special treatment as Italy’s president gets Covid jab,World
"Myanmar forces target striking railway workersYangon: Hundreds of soldiers and police swooped on a railway station in Yangon on Wednesday seeking to arrest workers on strike to protest against the military coup in Myanmar.The country has been in turmoil since the military ousted and detained civilian leader Aung San Suu Kyi last month, triggering daily protests around the country to demand the return of democracy.Security forces have responded with an increasingly brutal crackdown involving tear gas, water cannon and rubber bullets, as...",World
